JobID,WelderName,BusinessTool,ProductType,MaterialType,RodDiameter(mm),Thickness(mm),WeldLength(cm),ProductionTime(min),WeldStrength(%),HeatInput(J/cm),DefectCount,PenetrationDepth(mm),WireUsed(kg),WeldingMethod,LaborCost(₹),MaterialCost(₹),TransportCost(₹),OverheadCost(₹),TotalCost(₹),Quantity,UnitPrice(₹),QA_Status,ReworkNeeded,ProfitMargin(%)
JOB1506,Welder_20,Welder,Pipe Joint,Titanium,4.65,10.55,34.6,56.0,91.7,363.8,4.0,2.42,3.44,Laser,826.0,,851.0,,3704.0,,5834.0,Pass,No,6.15
JOB1507,Welder_26,Welder,Steel Frame,Copper,8.84,14.9,73.0,139.0,96.2,349.9,3.0,3.27,4.35,TIG,1660.0,1891.0,431.0,808.0,,41.0,,Fail,Yes,29.67
JOB1508,Welder_5,Compressor,Pipe Joint,Stainless Steel,3.66,19.2,121.1,119.0,99.0,213.0,3.0,,,Laser,1025.0,3196.0,747.0,995.0,5963.0,28.0,8948.0,Pass,Yes,11.59
JOB1509,Welder_14,Lathe,Steel Frame,,2.57,5.19,31.1,78.0,69.3,251.2,1.0,9.58,1.33,Laser,492.0,3772.0,281.0,1788.0,6333.0,31.0,1714.0,Pending,Yes,
JOB1510,Welder_17,,Auto Component,Stainless Steel,2.55,17.84,20.9,67.0,95.3,141.2,1.0,4.65,2.2,MIG,1272.0,3631.0,364.0,360.0,5627.0,17.0,7034.0,Pass,No,14.24
JOB1511,Welder_18,Welder,Steel Frame,Aluminium,9.53,18.75,,115.0,73.1,387.6,4.0,4.03,,TIG,1290.0,4230.0,870.0,1831.0,8221.0,35.0,2381.0,Fail,No,23.46
JOB1512,Welder_17,Lathe,Steel Frame,Mild Steel,6.06,18.41,54.7,265.0,64.5,301.6,1.0,1.13,0.54,Laser,986.0,3166.0,793.0,422.0,5367.0,40.0,4127.0,Fail,No,12.35
JOB1513,Welder_8,Welder,Machinery Part,Mild Steel,,13.07,104.2,180.0,,383.5,2.0,2.38,3.55,Arc,328.0,1049.0,632.0,1820.0,3829.0,22.0,8483.0,Fail,No,19.37
,Welder_28,Welder,Tank Base,Copper,8.49,12.97,8.7,171.0,85.4,199.6,2.0,4.79,2.65,TIG,,4482.0,962.0,354.0,6026.0,45.0,2208.0,Pending,No,15.39
JOB1515,Welder_5,Cutter,Tank Base,Mild Steel,8.69,8.66,105.1,295.0,66.6,229.8,2.0,1.62,1.22,MIG,1566.0,1744.0,531.0,1486.0,5327.0,48.0,1036.0,Pass,No,7.94
,Welder_3,Grinder,Auto Component,Copper,4.66,15.3,50.8,80.0,77.2,233.7,2.0,5.6,1.94,Gas,1768.0,4386.0,295.0,1273.0,7722.0,29.0,2828.0,Pass,Yes,13.26
JOB1517,Welder_22,Compressor,,Copper,7.55,11.09,13.1,264.0,71.5,110.3,4.0,5.1,1.51,Laser,1342.0,4512.0,823.0,1362.0,8039.0,10.0,4341.0,Fail,No,23.12
JOB1518,Welder_8,Compressor,Tank Base,Copper,8.17,13.87,93.4,64.0,89.5,236.4,3.0,7.9,4.45,Arc,891.0,3049.0,608.0,1406.0,5954.0,18.0,8006.0,Pass,No,20.3
JOB1519,Welder_11,Cutter,Machinery Part,Mild Steel,7.24,9.14,39.9,12.0,78.1,421.3,2.0,6.94,2.67,MIG,1886.0,3704.0,546.0,845.0,6981.0,35.0,8675.0,Fail,No,
JOB1520,Welder_25,Welder,Tank Base,Copper,3.21,14.9,61.1,35.0,99.6,458.9,1.0,5.01,3.03,TIG,332.0,1345.0,627.0,412.0,2716.0,44.0,6347.0,Pass,Yes,9.08
JOB1521,Welder_4,Lathe,Machinery Part,Mild Steel,9.01,16.66,16.7,135.0,62.2,307.3,2.0,3.02,3.17,Laser,1550.0,543.0,301.0,724.0,3118.0,16.0,8890.0,Pending,No,21.02
JOB1522,Welder_18,Welder,Auto Component,Copper,6.31,3.78,26.3,62.0,74.2,282.2,4.0,7.54,3.38,MIG,1408.0,1158.0,974.0,1217.0,,49.0,1809.0,Pending,Yes,25.34
JOB1523,Welder_25,Cutter,Pipe Joint,Titanium,4.26,16.83,48.2,207.0,79.3,112.3,1.0,7.37,2.73,MIG,1729.0,4430.0,829.0,529.0,7517.0,7.0,,Pass,Yes,13.74
JOB1524,Welder_23,Compressor,Auto Component,Copper,5.4,11.27,18.0,197.0,80.1,451.7,2.0,2.38,0.58,Arc,845.0,3367.0,704.0,1606.0,6522.0,30.0,2526.0,Pending,No,19.88
JOB1525,Welder_5,Welder,Auto Component,,2.3,17.05,137.1,195.0,72.6,105.2,3.0,9.23,2.01,Gas,888.0,4147.0,232.0,1216.0,6483.0,,1495.0,Pending,No,9.27
,Welder_20,Compressor,Steel Frame,Copper,3.02,9.19,5.9,213.0,89.2,477.9,1.0,1.58,1.33,Gas,,3282.0,238.0,1610.0,5863.0,23.0,1424.0,Pending,No,12.78
JOB1527,Welder_1,Lathe,Steel Frame,Aluminium,8.12,8.2,75.2,20.0,95.0,295.7,1.0,1.5,3.56,Gas,1464.0,2191.0,768.0,454.0,,8.0,3747.0,Fail,Yes,5.51
JOB1528,Welder_2,Compressor,Steel Frame,Copper,2.0,18.39,22.9,155.0,97.5,236.8,3.0,2.69,0.76,TIG,1812.0,2725.0,592.0,464.0,5593.0,17.0,2982.0,Pass,No,24.21
JOB1529,,Compressor,Steel Frame,Stainless Steel,5.33,5.77,49.6,94.0,92.2,469.7,1.0,9.19,,MIG,1939.0,3566.0,,1261.0,7712.0,21.0,2468.0,Pass,Yes,15.03
JOB1530,Welder_25,,Machinery Part,Stainless Steel,6.18,17.04,139.3,109.0,94.0,109.8,,5.68,1.45,TIG,715.0,2447.0,169.0,1505.0,4836.0,26.0,8728.0,Fail,Yes,25.4
JOB1531,Welder_1,Grinder,Tank Base,Mild Steel,2.44,10.2,28.4,113.0,82.0,332.6,1.0,8.09,4.77,MIG,1159.0,1865.0,915.0,1562.0,5501.0,28.0,7770.0,Fail,No,22.71
JOB1532,,Grinder,Pipe Joint,Titanium,,10.77,145.0,55.0,93.0,319.6,2.0,3.05,2.01,Arc,364.0,3630.0,114.0,948.0,5056.0,39.0,2233.0,Pending,,25.72
JOB1533,Welder_1,Compressor,Auto Component,,3.81,6.86,34.8,53.0,72.1,187.7,3.0,5.41,1.96,Arc,1126.0,1467.0,,1662.0,5101.0,33.0,9756.0,Pass,,12.14
JOB1534,Welder_22,Cutter,Machinery Part,Mild Steel,4.43,11.89,112.5,287.0,75.9,271.6,0.0,4.22,4.66,TIG,1132.0,1904.0,311.0,1237.0,4584.0,40.0,4019.0,Fail,Yes,9.63
JOB1535,Welder_29,Compressor,Pipe Joint,Titanium,4.43,7.18,84.3,,,360.9,3.0,8.45,2.38,TIG,1863.0,985.0,,811.0,4560.0,19.0,2304.0,Pending,No,29.3
JOB1536,Welder_20,Cutter,Machinery Part,Copper,3.84,1.75,133.2,196.0,78.7,390.9,2.0,1.2,4.83,Arc,756.0,2255.0,159.0,1231.0,4401.0,29.0,9034.0,Pass,Yes,22.93
JOB1537,Welder_28,Cutter,Machinery Part,Aluminium,2.01,6.17,85.3,123.0,71.4,100.3,4.0,3.19,0.61,Laser,1441.0,4130.0,351.0,565.0,6487.0,20.0,1132.0,Pending,No,25.85
JOB1538,Welder_19,Grinder,Auto Component,Copper,7.83,1.12,82.5,264.0,98.5,474.7,3.0,2.37,1.88,Gas,1970.0,3468.0,545.0,486.0,6469.0,20.0,1448.0,Pass,Yes,5.33
JOB1539,Welder_27,Welder,Tank Base,Stainless Steel,9.73,19.59,33.3,39.0,72.5,165.8,,8.73,3.5,Gas,1871.0,2079.0,101.0,1363.0,5414.0,10.0,7407.0,Pending,No,13.86
JOB1540,Welder_27,Lathe,Steel Frame,Stainless Steel,3.79,19.35,29.1,273.0,63.9,193.4,4.0,5.21,,Arc,879.0,3295.0,847.0,,6837.0,12.0,1849.0,Pass,No,23.57
JOB1541,Welder_21,Grinder,Tank Base,Aluminium,7.3,8.51,137.9,107.0,81.1,205.4,2.0,4.64,1.65,Gas,1192.0,550.0,435.0,690.0,2867.0,33.0,6357.0,Pass,Yes,6.95
JOB1542,Welder_16,Grinder,Auto Component,Mild Steel,7.94,14.84,52.5,124.0,62.3,115.1,2.0,5.05,4.69,Laser,1972.0,2159.0,118.0,1583.0,5832.0,25.0,4962.0,Pass,Yes,19.18
JOB1543,Welder_24,Welder,Auto Component,Titanium,8.79,7.57,59.0,285.0,64.4,149.2,,9.75,3.17,Laser,1828.0,4800.0,660.0,954.0,8242.0,25.0,5854.0,,No,15.73
JOB1544,Welder_13,Lathe,Auto Component,Copper,5.38,13.75,115.2,290.0,,494.5,1.0,8.65,4.1,MIG,1228.0,,177.0,475.0,5167.0,4.0,,Pending,Yes,5.44
JOB1545,Welder_1,Compressor,Pipe Joint,Stainless Steel,4.42,16.3,54.1,284.0,78.6,226.1,3.0,7.36,2.29,TIG,1891.0,2655.0,571.0,,6190.0,4.0,2899.0,Fail,Yes,
JOB1546,Welder_9,Compressor,Tank Base,Mild Steel,4.6,18.99,143.0,270.0,77.3,,2.0,3.61,1.45,,956.0,4846.0,127.0,1063.0,6992.0,9.0,3944.0,Pass,Yes,12.12
JOB1547,Welder_10,Grinder,Tank Base,Aluminium,7.7,8.6,112.0,216.0,,142.8,3.0,2.49,4.6,Laser,1304.0,4730.0,659.0,1652.0,8345.0,15.0,5957.0,Pass,Yes,7.8
JOB1548,Welder_8,Lathe,Machinery Part,Stainless Steel,8.53,15.88,91.6,220.0,89.6,,4.0,9.29,4.7,TIG,1470.0,3661.0,707.0,1230.0,7068.0,26.0,,Pass,No,20.79
JOB1549,Welder_12,Grinder,Machinery Part,Aluminium,3.45,6.05,132.7,224.0,77.1,441.8,1.0,4.81,2.74,TIG,1054.0,2114.0,264.0,1523.0,4955.0,15.0,4244.0,Pass,Yes,11.06
JOB1550,Welder_20,,Machinery Part,Copper,,19.82,12.2,49.0,73.3,202.8,0.0,3.51,0.53,MIG,692.0,3236.0,557.0,1010.0,5495.0,26.0,7336.0,Pending,No,11.94
JOB1551,Welder_18,Grinder,Auto Component,Titanium,9.22,1.49,42.3,35.0,72.7,108.4,3.0,5.24,0.99,TIG,848.0,906.0,976.0,1519.0,4249.0,28.0,9706.0,Fail,No,27.46
JOB1552,Welder_21,Grinder,Tank Base,Stainless Steel,8.45,,72.4,36.0,91.0,189.2,1.0,9.26,3.08,TIG,1609.0,3879.0,275.0,,6888.0,7.0,2591.0,Fail,No,16.68
JOB1553,Welder_9,Compressor,Auto Component,Stainless Steel,9.88,13.53,37.9,199.0,62.1,122.6,0.0,4.48,0.61,Arc,1798.0,4697.0,684.0,888.0,8067.0,32.0,8953.0,Fail,Yes,14.8
JOB1554,,,Pipe Joint,Copper,8.03,14.07,112.9,92.0,60.5,141.4,3.0,6.06,2.29,MIG,1191.0,1884.0,967.0,830.0,4872.0,12.0,8855.0,Pending,No,23.1
JOB1555,Welder_10,Compressor,Machinery Part,Mild Steel,5.15,3.29,138.3,179.0,91.8,272.6,1.0,8.23,1.87,MIG,1530.0,4195.0,128.0,1385.0,7238.0,35.0,8795.0,Fail,No,27.74
JOB1556,Welder_30,,Auto Component,Titanium,6.73,18.83,66.4,176.0,79.1,192.0,2.0,4.84,3.71,,827.0,4999.0,768.0,1650.0,8244.0,32.0,9275.0,Pending,No,5.63
JOB1557,Welder_9,Compressor,Auto Component,Stainless Steel,7.29,4.44,54.6,197.0,65.2,,3.0,3.1,0.75,TIG,824.0,3402.0,,580.0,5731.0,9.0,4742.0,Pending,No,16.21
JOB1558,,Lathe,Pipe Joint,,2.63,12.83,144.4,178.0,69.4,201.4,1.0,9.95,2.7,Gas,742.0,2129.0,915.0,526.0,4312.0,14.0,3127.0,Pass,No,20.27
JOB1559,Welder_4,Welder,Steel Frame,Stainless Steel,6.36,5.23,69.5,,97.3,476.2,0.0,9.61,3.11,Laser,206.0,3762.0,378.0,938.0,5284.0,13.0,2601.0,Pending,Yes,12.96
JOB1560,Welder_18,Lathe,Tank Base,Titanium,7.67,6.84,75.9,238.0,94.4,462.4,1.0,8.59,3.28,TIG,1153.0,1526.0,382.0,1381.0,4442.0,44.0,2222.0,Fail,No,24.31
JOB1561,Welder_6,,Steel Frame,Aluminium,3.34,11.38,56.0,106.0,88.4,326.7,2.0,7.2,2.32,Laser,714.0,3489.0,578.0,1220.0,6001.0,33.0,6690.0,Fail,Yes,29.29
JOB1562,Welder_22,Compressor,Machinery Part,Stainless Steel,8.25,8.93,136.9,25.0,79.3,241.8,3.0,3.65,1.87,Arc,954.0,2724.0,,776.0,5072.0,32.0,2842.0,,No,28.59
JOB1563,Welder_16,Welder,Auto Component,Titanium,6.67,4.04,87.5,288.0,80.8,,3.0,9.22,3.57,TIG,1791.0,3420.0,404.0,1699.0,7314.0,19.0,9058.0,Pass,No,11.65
JOB1564,Welder_19,Welder,Pipe Joint,Mild Steel,9.62,4.25,115.5,144.0,99.0,264.7,3.0,3.48,4.31,Gas,272.0,4815.0,793.0,1015.0,6895.0,30.0,,Pass,Yes,
JOB1565,Welder_20,Welder,Pipe Joint,Aluminium,,8.94,122.7,35.0,98.6,391.0,2.0,8.21,3.62,Gas,209.0,4768.0,208.0,542.0,5727.0,16.0,5488.0,,Yes,28.94
JOB1566,Welder_29,Cutter,Tank Base,Aluminium,4.12,15.39,54.6,21.0,68.6,280.7,0.0,9.26,4.69,TIG,1796.0,3283.0,423.0,666.0,6168.0,12.0,9200.0,Pending,No,16.47
JOB1567,Welder_6,Compressor,Steel Frame,Mild Steel,6.81,,67.9,81.0,92.4,442.7,3.0,6.43,3.73,Gas,761.0,1913.0,305.0,1235.0,4214.0,10.0,7950.0,Fail,No,10.21
JOB1568,,Welder,Tank Base,Titanium,4.37,,128.0,142.0,67.9,477.6,0.0,8.23,3.94,TIG,321.0,4148.0,333.0,1823.0,6625.0,,9906.0,Pending,No,22.67
,Welder_21,Cutter,Auto Component,Copper,7.72,8.47,57.7,115.0,68.5,234.4,1.0,8.13,1.26,MIG,886.0,3308.0,557.0,1137.0,5888.0,18.0,2927.0,Pending,No,12.11
JOB1570,Welder_15,Grinder,Tank Base,Mild Steel,8.07,2.9,,229.0,87.0,324.3,,2.74,2.39,Gas,712.0,3831.0,286.0,1575.0,6404.0,13.0,9301.0,Fail,No,11.68
JOB1571,Welder_28,,Pipe Joint,Titanium,2.82,1.32,141.4,186.0,76.2,138.0,0.0,7.01,2.68,TIG,1189.0,2678.0,581.0,1205.0,5653.0,29.0,5929.0,Pass,Yes,26.98
JOB1572,Welder_27,Cutter,Pipe Joint,Mild Steel,6.11,13.57,95.4,291.0,97.3,180.2,3.0,1.84,1.65,TIG,640.0,1297.0,506.0,1645.0,4088.0,,9457.0,Fail,,9.06
JOB1573,Welder_15,Cutter,Machinery Part,Mild Steel,6.07,12.45,112.5,142.0,63.6,265.4,4.0,,2.88,Gas,1261.0,3346.0,940.0,675.0,6222.0,38.0,6492.0,Pending,,6.61
JOB1574,Welder_23,Compressor,Machinery Part,Stainless Steel,4.95,4.1,121.7,31.0,80.5,182.5,4.0,2.46,1.81,MIG,901.0,1429.0,608.0,1732.0,4670.0,12.0,4223.0,Pending,Yes,11.73
JOB1575,Welder_16,Compressor,Auto Component,Titanium,9.46,5.44,127.5,278.0,96.7,450.6,2.0,4.75,3.59,Gas,790.0,3591.0,968.0,1010.0,6359.0,29.0,7127.0,Pass,Yes,20.17
JOB1576,Welder_20,,Steel Frame,Copper,8.62,1.45,62.3,170.0,96.2,163.3,2.0,8.5,2.62,TIG,1568.0,2762.0,619.0,1811.0,6760.0,22.0,6071.0,Pending,No,8.08
JOB1577,Welder_18,Welder,Tank Base,Stainless Steel,7.58,16.86,,116.0,66.3,282.3,4.0,9.88,2.56,MIG,1561.0,1833.0,152.0,642.0,4188.0,36.0,1954.0,Pending,Yes,16.79
JOB1578,Welder_19,Grinder,Auto Component,,7.71,19.52,63.3,288.0,74.7,342.3,1.0,3.86,4.93,Laser,1925.0,1774.0,497.0,539.0,4735.0,1.0,8050.0,Fail,Yes,20.68
JOB1579,Welder_15,Welder,Machinery Part,Mild Steel,5.69,3.57,102.7,244.0,84.8,376.7,3.0,5.79,2.27,Arc,1407.0,3980.0,298.0,438.0,6123.0,43.0,2574.0,Pass,Yes,26.22
JOB1580,Welder_30,Welder,Tank Base,Mild Steel,9.37,5.4,70.3,27.0,66.4,253.2,3.0,5.6,2.13,Gas,266.0,,490.0,1445.0,6043.0,40.0,7668.0,Fail,No,
JOB1581,Welder_3,Compressor,Machinery Part,Titanium,7.56,17.5,113.6,251.0,98.7,447.6,1.0,9.59,1.93,,216.0,1717.0,,719.0,3400.0,34.0,8095.0,Fail,No,25.43
JOB1582,Welder_11,Lathe,Tank Base,Titanium,7.83,18.6,56.8,126.0,96.6,327.3,1.0,5.31,4.53,MIG,1606.0,1964.0,870.0,1884.0,6324.0,34.0,8720.0,Fail,No,10.87
JOB1583,Welder_15,Lathe,Steel Frame,Stainless Steel,8.89,8.97,,295.0,66.7,275.8,4.0,7.29,2.74,MIG,567.0,4908.0,945.0,603.0,7023.0,48.0,4255.0,Pending,Yes,21.92
JOB1584,Welder_15,Cutter,Auto Component,Copper,4.19,1.96,32.0,291.0,64.8,126.9,2.0,9.3,3.2,Laser,1103.0,4674.0,597.0,414.0,6788.0,33.0,2058.0,Pending,,15.77
JOB1585,Welder_23,Compressor,Tank Base,Stainless Steel,8.46,1.75,113.7,153.0,63.4,285.9,1.0,4.36,1.31,Gas,1539.0,513.0,271.0,642.0,2965.0,4.0,2957.0,Pass,No,7.87
JOB1586,Welder_2,Welder,Pipe Joint,Aluminium,3.56,11.91,84.1,214.0,96.4,428.3,2.0,9.12,2.93,MIG,1720.0,2793.0,185.0,1574.0,6272.0,38.0,7648.0,Pending,Yes,22.86
JOB1587,Welder_12,Lathe,Pipe Joint,Mild Steel,4.76,8.47,34.6,48.0,67.7,345.8,0.0,9.26,1.74,Laser,920.0,2545.0,657.0,306.0,4428.0,30.0,5944.0,Pass,No,10.44
JOB1588,Welder_15,Welder,Tank Base,Mild Steel,4.68,1.54,47.3,163.0,76.7,432.9,3.0,9.38,3.79,TIG,1568.0,1537.0,957.0,1030.0,5092.0,46.0,6058.0,Fail,Yes,9.42
JOB1589,Welder_2,Lathe,Tank Base,Mild Steel,9.83,12.08,113.5,185.0,78.0,297.6,,3.43,4.25,Laser,1157.0,4628.0,285.0,1912.0,7982.0,20.0,3519.0,Fail,Yes,13.96
,Welder_16,Lathe,Tank Base,Stainless Steel,8.85,1.21,75.0,250.0,84.0,147.4,,4.6,3.72,Gas,1776.0,1959.0,255.0,478.0,4468.0,26.0,8913.0,Pending,Yes,21.33
JOB1591,Welder_28,Lathe,Pipe Joint,Stainless Steel,7.61,15.96,36.3,143.0,62.9,105.5,,8.83,3.79,Laser,1107.0,756.0,592.0,1468.0,3923.0,15.0,3570.0,Pending,Yes,10.85
JOB1592,Welder_14,Compressor,Pipe Joint,,7.82,6.82,145.3,55.0,69.1,221.3,0.0,4.23,2.81,MIG,1188.0,4629.0,620.0,715.0,7152.0,7.0,8450.0,Pass,No,9.59
JOB1593,Welder_29,Grinder,Tank Base,Stainless Steel,6.5,1.76,108.7,59.0,97.3,379.2,3.0,6.4,3.7,MIG,672.0,4573.0,726.0,965.0,6936.0,7.0,4887.0,Pending,No,5.25
JOB1594,Welder_25,Welder,Machinery Part,Titanium,9.58,12.18,143.8,175.0,96.3,416.1,,2.06,2.4,Arc,314.0,1783.0,765.0,1444.0,4306.0,29.0,8703.0,Pending,No,16.79
JOB1595,Welder_27,Compressor,Machinery Part,Titanium,5.97,8.56,66.9,115.0,91.3,218.3,4.0,1.51,3.43,Laser,299.0,3987.0,,1447.0,5962.0,23.0,7417.0,Pending,Yes,15.72
JOB1596,Welder_16,Compressor,Steel Frame,Stainless Steel,5.04,,73.9,225.0,60.8,298.3,1.0,4.71,1.67,TIG,637.0,2684.0,942.0,449.0,4712.0,34.0,1744.0,Fail,No,10.85
JOB1597,Welder_25,Compressor,Auto Component,Mild Steel,3.3,11.34,135.2,155.0,73.1,268.4,3.0,6.21,0.81,Gas,,858.0,180.0,696.0,3302.0,20.0,7420.0,Pending,No,6.34
JOB1598,Welder_13,Compressor,Machinery Part,Stainless Steel,8.29,6.23,81.1,81.0,85.1,264.2,0.0,4.53,2.36,Arc,548.0,4291.0,483.0,680.0,6002.0,15.0,4514.0,Pending,Yes,
JOB1599,Welder_13,Compressor,,Stainless Steel,7.88,14.48,107.6,282.0,,192.5,3.0,6.2,2.58,Laser,338.0,3687.0,901.0,1138.0,6064.0,33.0,3930.0,Fail,Yes,24.71
JOB1600,Welder_27,Cutter,Machinery Part,Stainless Steel,5.07,6.16,41.6,256.0,96.4,154.5,3.0,5.64,1.65,TIG,1027.0,4999.0,758.0,300.0,7084.0,17.0,6537.0,Fail,No,22.88
JOB1601,Welder_3,Welder,Steel Frame,Aluminium,2.2,18.18,69.8,195.0,85.4,178.7,3.0,7.17,3.77,Arc,,1725.0,394.0,1996.0,4638.0,20.0,7713.0,Fail,Yes,26.52
JOB1602,Welder_19,,,Titanium,8.71,8.12,22.9,79.0,62.9,122.1,2.0,6.85,0.83,MIG,1045.0,2797.0,368.0,543.0,4753.0,13.0,1175.0,Fail,No,5.24
JOB1603,Welder_2,Welder,Auto Component,Copper,2.09,11.45,34.9,159.0,96.4,,0.0,4.82,1.5,Gas,1525.0,777.0,744.0,1721.0,4767.0,44.0,1565.0,Pending,Yes,29.16
JOB1604,Welder_24,Cutter,Machinery Part,Copper,7.63,1.96,5.1,255.0,98.3,103.7,0.0,4.82,3.87,Laser,493.0,4707.0,,1574.0,7435.0,24.0,4217.0,Pending,Yes,13.54
JOB1605,Welder_9,Cutter,Pipe Joint,Aluminium,9.76,9.1,10.7,271.0,63.1,350.9,3.0,2.27,2.47,TIG,1752.0,2486.0,634.0,1178.0,6050.0,47.0,5357.0,Pending,No,29.76
JOB1606,,Welder,Pipe Joint,Stainless Steel,5.5,,146.7,35.0,81.3,226.6,1.0,5.62,3.67,MIG,1167.0,4044.0,477.0,1899.0,7587.0,37.0,6973.0,,Yes,11.32
JOB1607,Welder_8,Lathe,Tank Base,Aluminium,3.88,16.31,40.1,149.0,72.1,489.3,3.0,6.28,3.05,Arc,1515.0,3293.0,475.0,1622.0,6905.0,7.0,6802.0,Fail,Yes,16.79
JOB1608,Welder_12,Grinder,Pipe Joint,Aluminium,7.64,5.26,101.2,108.0,75.7,177.5,2.0,5.29,4.78,Gas,273.0,891.0,187.0,1059.0,2410.0,8.0,8034.0,Pending,Yes,13.85
JOB1609,,Lathe,Auto Component,Mild Steel,8.54,5.3,126.7,287.0,67.2,238.3,4.0,3.93,3.19,Arc,1998.0,1468.0,723.0,1253.0,5442.0,23.0,1947.0,Pending,No,13.89
JOB1610,Welder_26,Lathe,Auto Component,Titanium,6.37,16.53,84.8,60.0,83.1,243.1,2.0,7.49,0.57,Arc,,2690.0,210.0,,5203.0,14.0,9776.0,Pending,No,26.06
JOB1611,Welder_3,Lathe,Pipe Joint,Copper,9.74,18.68,,,98.3,103.4,1.0,1.67,2.09,TIG,215.0,2728.0,683.0,1276.0,4902.0,4.0,4355.0,Fail,No,23.66
JOB1612,Welder_30,,Pipe Joint,Stainless Steel,2.41,2.81,110.6,113.0,80.1,435.7,,9.23,1.14,MIG,1749.0,3126.0,253.0,1823.0,6951.0,21.0,6251.0,Fail,Yes,29.8
JOB1613,Welder_2,Cutter,Tank Base,Copper,6.04,9.55,92.0,98.0,63.3,112.8,0.0,1.19,4.66,Laser,1559.0,3345.0,562.0,1438.0,6904.0,46.0,4191.0,,Yes,20.34
JOB1614,Welder_27,Lathe,Pipe Joint,Copper,7.75,7.41,111.0,150.0,84.8,476.1,3.0,,0.97,TIG,992.0,4864.0,668.0,300.0,6824.0,10.0,6847.0,Pending,Yes,16.58
JOB1615,Welder_5,Cutter,Tank Base,Titanium,,17.54,116.6,222.0,73.6,456.8,1.0,5.16,2.24,Gas,715.0,3807.0,868.0,852.0,6242.0,22.0,7716.0,Fail,Yes,7.25
JOB1616,Welder_8,Welder,Tank Base,Copper,3.43,2.59,146.4,242.0,94.2,314.2,0.0,4.71,1.52,Arc,1124.0,3100.0,255.0,1923.0,,30.0,1531.0,Pending,No,29.91
JOB1617,Welder_25,Grinder,Pipe Joint,Copper,8.4,5.01,88.2,192.0,77.4,317.4,2.0,3.31,4.31,Gas,1350.0,3180.0,724.0,781.0,6035.0,30.0,2231.0,,No,18.79
JOB1618,Welder_29,,Steel Frame,Aluminium,6.42,15.3,54.5,260.0,,361.5,4.0,1.09,1.89,TIG,1023.0,4870.0,417.0,1933.0,8243.0,16.0,2697.0,Fail,Yes,22.51
JOB1619,Welder_30,Welder,Steel Frame,Titanium,5.17,1.97,99.0,18.0,67.6,,4.0,3.47,4.96,TIG,717.0,585.0,658.0,899.0,2859.0,11.0,4370.0,Fail,No,15.17
JOB1620,Welder_15,Compressor,Tank Base,Mild Steel,3.05,10.36,14.9,88.0,90.8,358.9,3.0,1.98,0.67,,,3634.0,337.0,1062.0,5361.0,22.0,2545.0,,No,18.69
JOB1621,Welder_18,Grinder,Pipe Joint,Stainless Steel,8.92,9.4,135.1,61.0,70.6,117.9,2.0,6.94,1.08,Arc,,4999.0,433.0,1833.0,7975.0,29.0,2437.0,Fail,No,28.56
JOB1622,Welder_7,Welder,Steel Frame,Copper,,7.35,22.3,278.0,90.7,,1.0,3.87,1.51,TIG,622.0,2739.0,205.0,634.0,4200.0,25.0,9562.0,Fail,Yes,9.16
JOB1623,Welder_27,,Pipe Joint,Stainless Steel,4.48,8.5,52.5,235.0,68.2,282.9,4.0,7.9,4.15,Gas,584.0,3864.0,581.0,764.0,5793.0,14.0,5504.0,Pending,No,12.31
JOB1624,Welder_25,Grinder,Pipe Joint,Mild Steel,4.32,11.07,123.3,60.0,72.9,319.8,2.0,2.86,4.45,Laser,431.0,2545.0,798.0,1464.0,5238.0,14.0,6502.0,Pending,No,8.8
JOB1625,Welder_8,Grinder,Pipe Joint,Stainless Steel,8.97,4.07,91.6,195.0,78.6,455.1,3.0,9.1,0.82,Gas,1158.0,1554.0,770.0,882.0,4364.0,2.0,8608.0,Pending,No,24.81
JOB1626,Welder_20,Welder,Machinery Part,Mild Steel,7.38,11.87,62.1,43.0,97.7,141.9,,5.71,0.65,Arc,1024.0,3901.0,809.0,436.0,6170.0,13.0,6997.0,Pass,No,6.55
JOB1627,Welder_6,Grinder,Pipe Joint,Aluminium,8.37,16.3,73.6,239.0,97.3,429.1,3.0,2.03,3.85,Laser,1418.0,4229.0,481.0,1303.0,7431.0,3.0,6566.0,Pending,No,7.04
JOB1628,Welder_2,Welder,Machinery Part,Copper,4.0,15.44,128.9,140.0,68.3,184.0,3.0,4.61,1.1,Laser,264.0,3169.0,788.0,1934.0,6155.0,30.0,8786.0,Fail,Yes,12.46
JOB1629,Welder_1,Welder,Tank Base,Mild Steel,,3.92,54.3,129.0,74.3,257.6,2.0,2.86,1.1,,1032.0,775.0,360.0,1986.0,4153.0,18.0,9808.0,,No,17.85
JOB1630,Welder_12,Compressor,,Stainless Steel,6.57,,131.1,256.0,66.0,226.6,4.0,2.8,0.6,MIG,814.0,4590.0,898.0,1249.0,,36.0,5166.0,Pending,,15.16
JOB1631,Welder_12,Lathe,Steel Frame,Copper,8.66,6.1,17.8,201.0,80.4,260.1,,5.56,0.72,Laser,1500.0,1605.0,392.0,986.0,4483.0,21.0,5014.0,Pass,Yes,
JOB1632,Welder_24,Welder,,Aluminium,9.25,7.86,117.6,219.0,78.4,160.2,0.0,7.05,1.69,Gas,1893.0,3432.0,434.0,466.0,6225.0,19.0,3256.0,,No,28.94
